# 【十字路口】对话 MiniMax 闫俊杰：M3、10X 计划、10T 模型、和智能的终局【视频播客】
# BV: BV1VGjh6WEf9 | UP: Koji杨远骋at十字路口 | 时长: 2283s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: ➤ 本周的「十字路口」在 MiniMax Dev Meetup 现场录制，Koji 对谈MiniMax CEO 闫俊杰（IO）、Multica 创始人张佳圆、DeerFlow 核心负责人何涛，以及金融行业 AI 负责人虞扬。

我们围绕 AI Coding、Agent 与工程化落地的下一阶段展开。这期重点是闫俊杰 IO 的分享——也是他最近少有的公开露面：

1. M3 的关键突破和评价
[00:11:52 -> 00:11:54] 这是一个很大的事情
[00:11:54 -> 00:11:56] 你要做的事情是说
[00:11:56 -> 00:11:56] 一
[00:11:56 -> 00:12:00] 我要去预测说这东西到底是好还是不好
[00:12:00 -> 00:12:00] 这个是重要的
[00:12:00 -> 00:12:02] 它接下来可以有的那种可能性是很重要的
[00:12:02 -> 00:12:03] 第二个事情就是说
[00:12:03 -> 00:12:05] 当这个东西真的发生了以后
[00:12:05 -> 00:12:06] 你要怎么做
[00:12:06 -> 00:12:07] 这个实际是比我告诉你
[00:12:07 -> 00:12:08] 真的会怎么发展来说
[00:12:08 -> 00:12:10] 其实要重要的多
[00:12:10 -> 00:12:11] 下一个问题还是想起的
[00:12:11 -> 00:12:13] IO也是很简单的一个问题
[00:12:13 -> 00:12:17] 就你怎么看模型和agent的关系
[00:12:17 -> 00:12:19] 未来I will agent
[00:12:19 -> 00:12:21] 但是只剩下机模
[00:12:26 -> 00:12:30] 这个我觉得是这样的
[00:12:30 -> 00:12:32] 我觉得比如说我们回想一下
[00:12:32 -> 00:12:33] 比如说去年这个时候
[00:12:33 -> 00:12:35] 坦白说我觉得去年这个时候是想不到
[00:12:35 -> 00:12:38] 现在的模型是什么样的
[00:12:38 -> 00:12:40] 反正至少我自己是想不到的
[00:12:40 -> 00:12:45] 因为你想去年我们自己还在做M1
[00:12:45 -> 00:12:48] 然后去年的话其实也没有open cloud
[00:12:48 -> 00:12:49] 去年这个时候
[00:12:49 -> 00:12:54] Color code其实可能还是有非常少的用户
[00:12:54 -> 00:12:56] 所以说按照这个道理来说
[00:12:56 -> 00:12:58] 我感觉好像明年会怎么样
[00:12:58 -> 00:13:01] 我觉得现在可能也没法预测
[00:13:01 -> 00:13:01] 对
[00:13:01 -> 00:13:05] 然后我觉得这个是AI里面比较神奇的地方
[00:13:05 -> 00:13:07] 就是说相对是说
[00:13:07 -> 00:13:10] 比如说在AI这个行业里面一年经历的事
[00:13:10 -> 00:13:14] 可能就等价于其他行业要好几年才能经历的事
[00:13:14 -> 00:13:17] 可能这应该就是这么一个过程
[00:13:17 -> 00:13:19] 然后并且是说比如说模型的进步
[00:13:19 -> 00:13:21] 跟harency的进步
[00:13:21 -> 00:13:22] 它其实也不是一个互斥的关系
[00:13:22 -> 00:13:24] 它其实是一个共同进步的关系
[00:13:24 -> 00:13:25] 比如一开始坦白说
[00:13:25 -> 00:13:27] 比如说如果假设没有Color code
[00:13:27 -> 00:13:32] 就可能answere的模型可能也不会这么火
[00:13:32 -> 00:13:34] 然后再假设是说比如说
[00:13:34 -> 00:13:35] 一开始比如说open
[00:13:35 -> 00:13:37] 当没有做出来GPT 5.5的时候
[00:13:37 -> 00:13:39] 其实Colors其实也做不起来
[00:13:39 -> 00:13:40] 有了GPT 5.5
[00:13:40 -> 00:13:41] Colors才真正起来的
[00:13:41 -> 00:13:42] 所以说我觉得这两个东西
[00:13:42 -> 00:13:45] 它可能就是一个相互的关系
[00:13:45 -> 00:13:46] 我觉得一个视角是说
[00:13:46 -> 00:13:49] 我们可以把模型加harency
[00:13:49 -> 00:13:54] 都看成是说我们能够实现更高智能的一个手段
[00:13:54 -> 00:13:56] 就是虽然说模型现在越来越强
[00:13:56 -> 00:13:58] 我们还是应该假定这个模型
[00:13:58 -> 00:13:58] 最终
[00:13:58 -> 00:14:00] 还是为或者智能
[00:14:00 -> 00:14:02] 最终应该还是给人类来服务的
[00:14:02 -> 00:14:04] 我们应该还是得抱着这个前提来
[00:14:04 -> 00:14:06] 然后来想这件事
[00:14:06 -> 00:14:07] 然后模型harency就是两个手段
[00:14:07 -> 00:14:09] 我觉得是这样
[00:14:09 -> 00:14:11] 确实很意思
[00:14:11 -> 00:14:13] 没想起略哥
[00:14:13 -> 00:14:15] 是一位计算机科学家
[00:14:15 -> 00:14:16] 就是叫RMP
[00:14:16 -> 00:14:18] 他的一句遗言
[00:14:18 -> 00:14:22] 就是预测未来最好的办法是去创造
[00:14:22 -> 00:14:26] 然后刚才其实我是在IO在前面的分享的时候
[00:14:26 -> 00:14:29] 提到咱们实体的模型是必须要熟悉
[00:14:29 -> 00:14:34] 然后现在已经就是他训练和中间最大的卡标
[00:14:34 -> 00:14:38] 可能是对他的卡点是这样的
[00:14:38 -> 00:14:41] 就是说他实际上没有特别的卡点
[00:14:41 -> 00:14:43] 他的卡点就是需要时间需要积累
[00:14:43 -> 00:14:45] 因为原来的话是因为怎么说
[00:14:45 -> 00:14:49] 其实你可以看到AI已经是很大的产业了
[00:14:49 -> 00:14:52] 就跟之前半导体是很大的产业是一样的
[00:14:52 -> 00:14:53] 是一个产业的意思
[00:14:53 -> 00:14:54] 就是说这个里面的话
[00:14:54 -> 00:14:56] 他其实没有一个什么障碍
[00:14:56 -> 00:14:57] 说让一个事实现不了
[00:14:57 -> 00:14:58] 就没有个特别的障碍
[00:14:58 -> 00:14:59] 他有的障碍是说
[00:15:00 -> 00:15:01] 为了把东西做出来
[00:15:01 -> 00:15:02] 他就需要时间
[00:15:02 -> 00:15:03] 然后就需要积累很多东西
[00:15:03 -> 00:15:05] 就需要时间的脚踏实地
[00:15:05 -> 00:15:07] 比如就像我们像现在这样
[00:15:07 -> 00:15:08] 我们需要跟大家在一起
[00:15:08 -> 00:15:11] 然后来分析说模型到底应该优化什么东西
[00:15:11 -> 00:15:13] 什么东西需要变得更好
[00:15:13 -> 00:15:15] 我觉得它就是这么一个积累的过程
[00:15:15 -> 00:15:16] 积累的具体是什么
[00:15:16 -> 00:15:20] 是比如说数据是一些算法还是
[00:15:20 -> 00:15:21] 基本上这样
[00:15:21 -> 00:15:23] 基本上就是说模型基本上它的特点是这样
[00:15:23 -> 00:15:26] 就是说比如说每提升一代
[00:15:26 -> 00:15:29] 比如说你的参数量比如说可以大三倍
[00:15:29 -> 00:15:29] 或者大五倍
[00:15:30 -> 00:15:31] 你可以发现是说
[00:15:31 -> 00:15:33] 原来大家都知道Skin out的
[00:15:33 -> 00:15:36] Skin out的外推其实它不能外推那么多的
[00:15:36 -> 00:15:39] 它只能外推一个几倍
[00:15:39 -> 00:15:41] 如果比如说大了十倍之后
[00:15:41 -> 00:15:44] 可以发现你的外推实际上是失效的
[00:15:44 -> 00:15:46] 如果这个外推失效了
[00:15:46 -> 00:15:48] 那意味着你的结论是不一定对
[00:15:48 -> 00:15:49] 那一具模型就是一个看汪河
[00:15:49 -> 00:15:52] 所以说这个事它的实质上是说
[00:15:52 -> 00:15:54] 就需要一代一代往上来做
[00:15:54 -> 00:15:55] 我觉得其实可以看
[00:15:55 -> 00:15:57] 现在比如说像美国的模型
[00:15:57 -> 00:15:58] 比中国的模型基本上是大十倍
[00:15:58 -> 00:16:00] 十倍的其实是意味着是
[00:16:00 -> 00:16:04] 两代基本上是这么一个差距
[00:16:04 -> 00:16:06] 那这个东西怎么做到呢
[00:16:06 -> 00:16:08] 就是说我们觉得这个量级的模型
[00:16:08 -> 00:16:11] 反正对国内美牙公司基本上都要再提升两代
[00:16:11 -> 00:16:14] 然后第一代的话就把3T的模型
[00:16:14 -> 00:16:15] 现在真正能做好
[00:16:15 -> 00:16:17] 第二代就是基于这里面积累的经验
[00:16:17 -> 00:16:18] 然后再来做10T的
[00:16:18 -> 00:16:19] 基本上就是这么两个阶段
[00:16:19 -> 00:16:21] 然后在这个里面的话
[00:16:21 -> 00:16:23] 每一次的话其实你可以发现
[00:16:23 -> 00:16:24] 首先你的训练的功务变大
[00:16:24 -> 00:16:28] 对算力对训练效率对网络结构
[00:16:28 -> 00:16:30] 其实都会有很大的一个变化
[00:16:30 -> 00:16:31] 比如说这次M3里面
[00:16:31 -> 00:16:33] 它的参数量其实是比较低了
[00:16:33 -> 00:16:35] 但是它的Key Catch还是比较大的
[00:16:35 -> 00:16:37] 所以下版我会尽力的来压它的Key Catch
[00:16:37 -> 00:16:39] 让它的推理会更好
[00:16:39 -> 00:16:42] 实际上比如说更大的模型意味着更大的参数量
[00:16:42 -> 00:16:44] 比如说一般程度下就是说
[00:16:44 -> 00:16:47] 一个模型比如它的参数是多少
[00:16:47 -> 00:16:50] 它需要的数据量基本上是要参数量平均20
[00:16:50 -> 00:16:52] 一个10T的模型越来越需要270的数据
[00:16:52 -> 00:16:55] 但全世界没有这么多数据
[00:16:55 -> 00:16:57] 然后包括数据质量其实也是不一样
[00:16:57 -> 00:17:00] 比如说越大的模型它就越容易买拟合这些噪声
[00:17:00 -> 00:17:02] 所以说越大的模型对数据质量
[00:17:02 -> 00:17:04] 相当于是数据量要大很多
[00:17:04 -> 00:17:06] 然后质量要求也又高了很多
[00:17:06 -> 00:17:10] 然后同时实验的Scanout的外推要大很多
[00:17:10 -> 00:17:13] 所以它其实是一个非常大的系统性的调整
[00:17:13 -> 00:17:15] 然后我们只能一代一代的往来走
[00:17:15 -> 00:17:18] 好处是说我们非常确定的认为
[00:17:18 -> 00:17:21] 我们在过去几个月一直是进入速度最快的那一个
[00:17:21 -> 00:17:23] 所以说我觉得我们还是对这个事
[00:17:23 -> 00:17:25] 坦白说比较忐忑
[00:17:25 -> 00:17:27] 但是我觉得我们应该是能到的
[00:17:27 -> 00:17:29] 因为一开场Io分享的时候也说
[00:17:29 -> 00:17:31] 咱们这个是进入速度最快
[00:17:31 -> 00:17:32] 然后全场详细展示
[00:17:32 -> 00:17:34] 所以当时我也有点好奇
[00:17:34 -> 00:17:37] 就是这个快它的速度
[00:17:37 -> 00:17:39] 你很喜欢是从什么维度来讲
[00:17:39 -> 00:17:41] 就比如说你看国内任何一个模型
[00:17:41 -> 00:17:43] 在新大的这个智能水平
[00:17:43 -> 00:17:45] 不管你有哪个东西来定义
[00:17:45 -> 00:17:47] 和他们这个模型在三个月前
[00:17:47 -> 00:17:48] 或六个月前的智能水平的比例
[00:17:48 -> 00:17:49] 我觉得我们这个应该是
[00:17:49 -> 00:17:51] 其中应该是最多的
[00:17:51 -> 00:17:51] 对
[00:17:51 -> 00:17:52] 好 谢谢
[00:17:52 -> 00:17:54] 然后接下来一个问题是想
[00:17:54 -> 00:17:57] 我自己的家里有很高一块的汉套
[00:17:57 -> 00:18:00] 就是在完全依赖AI去做一个复杂项目的时候
[00:18:01 -> 00:18:03] 现在到底应该怎么做
[00:18:03 -> 00:18:06] 才能够把这个软件控制的实践做得更好
[00:18:06 -> 00:18:08] 我先来分享一下我的一些想法
[00:18:08 -> 00:18:10] 就是首先这个就是
[00:18:10 -> 00:18:14] 因为现在AI coding相当于是已经被商品化了
[00:18:14 -> 00:18:16] 几乎人人都可以来去写代码
[00:18:16 -> 00:18:19] 但实际上vibe coding这个事情
[00:18:19 -> 00:18:21] 从历史上来看并不新鲜
[00:18:21 -> 00:18:24] 就是第一代的这个vibe coding的用户
[00:18:24 -> 00:18:25] 其实是产品经理
[00:18:25 -> 00:18:27] 他过去其实已经是在vibe coding了
[00:18:27 -> 00:18:31] 只不过他驱动的那帮人是程序员
[00:18:31 -> 00:18:33] 那现在其实人人都可以vibe coding了之后
[00:18:33 -> 00:18:36] 相当于是人人都变成了这个产品经理的这样一个角色
[00:18:36 -> 00:18:40] 从这个产品的产品经理的这个角度上来说
[00:18:40 -> 00:18:43] 就是判断一个产品经理是否好坏的标准
[00:18:43 -> 00:18:46] 从来都不是说他做了一百件事情
[00:18:46 -> 00:18:51] 或者说是他看他这个提的需求够不够多
[00:18:51 -> 00:18:53] 我觉得这里面更重要的一个判断标准是
[00:18:53 -> 00:18:56] 第一个他怎么去判断要不要去做一件事情
[00:18:56 -> 00:18:58] 或者说要不要不去做一件事情
[00:18:58 -> 00:19:00] 因为你几乎能做任何事情
[00:19:01 -> 00:19:03] 然后你不去做什么事情的这个
[00:19:03 -> 00:19:06] 你的这个决策标准就非常非常重要
[00:19:06 -> 00:19:08] 然后第二点是
[00:19:08 -> 00:19:14] 就过去为什么我们就是软件开发发展了几十年
[00:19:14 -> 00:19:16] 有各种各样的软件工程的理论
[00:19:16 -> 00:19:19] 再说如果有一些比较古早的这个程序员的话
[00:19:19 -> 00:19:24] 应该都可能看过一本叫code complete的一本书
[00:19:24 -> 00:19:25] 叫代码大全
[00:19:25 -> 00:19:28] 那本书里面讲的就是怎么
[00:19:28 -> 00:19:31] 因为本身软件开发它不是一个人的事情
[00:19:31 -> 00:19:32] 它可能是一个组织的事情
[00:19:32 -> 00:19:35] 包括说你的这个代码复杂度上来之后
[00:19:35 -> 00:19:38] 你其实里面有非常多的这个需要优化点
[00:19:38 -> 00:19:42] 那这本书讲的就是怎么在一个复杂的项目里面去
[00:19:42 -> 00:19:45] 更好的去做开发
[00:19:45 -> 00:19:48] 然后包括说避免这个项目的架构变大了之后
[00:19:48 -> 00:19:50] 出现各种屎山的代码
[00:19:50 -> 00:19:54] 怎么去让整个架构变得更加清晰等等一系列事情
[00:19:54 -> 00:20:00] 所以说怎么去让这个一个项目不变成屎山
[00:20:01 -> 00:20:03] 其实是大家研究了几十年的一个命题
[00:20:03 -> 00:20:05] 包括现在就是包括Deerflow
[00:20:05 -> 00:20:08] 包括这个Martica它作为一个开源项目
[00:20:08 -> 00:20:12] 其实每天都有大量的这个contributor提交代码
[00:20:12 -> 00:20:14] 因为提交代码实在是太方便了
[00:20:14 -> 00:20:16] 我们现在的一个做法其实是
[00:20:16 -> 00:20:20] 首先我们的一个核心的这个项目的维护者
[00:20:20 -> 00:20:23] 会去定义这个产品的这个
[00:20:23 -> 00:20:24] 它road map是怎么样的
[00:20:24 -> 00:20:26] 它的这个品位是怎么样的
[00:20:26 -> 00:20:29] 它要去做哪些事情不要去做哪些事情
[00:20:29 -> 00:20:30] 然后另外一点就是比如说
[00:20:31 -> 00:20:33] 一些这个外部的contributor
[00:20:33 -> 00:20:37] 或多或少可能会缺少的一部分的这个context
[00:20:37 -> 00:20:40] 所以说我们现在在去维护这样的一个开源项目的时候
[00:20:40 -> 00:20:45] 也会去和很多的外部的contributor去对齐这部分context
[00:20:45 -> 00:20:47] 这个是我们的一些经验
[00:20:47 -> 00:20:49] 嘉源分享的很好
[00:20:49 -> 00:20:51] 然后我这里先说一个暴论
[00:20:51 -> 00:20:55] 就是外部coding从来没有人说是外部engineering
[00:20:55 -> 00:20:58] 但是写代码从来都是一个engineering工作
[00:20:58 -> 00:20:59] 而不只是一个coding工作
[00:20:59 -> 00:21:00] 所以我特别讨厌这个
[00:21:01 -> 00:21:03] 别人说你是一个马农
[00:21:03 -> 00:21:05] 应该说你是一个软件工程师
[00:21:05 -> 00:21:08] 因为你的职责是把它变成一个工程的东西
[00:21:08 -> 00:21:12] engineering的定义从来不是一个一次性交付的产品
[00:21:12 -> 00:21:17] 而是一个可以长期交付一些持续有生命力的东西
[00:21:17 -> 00:21:19] 所以这也是为什么就是现在的
[00:21:19 -> 00:21:22] 其实我觉得可能对IO对模型的同学也有一个
[00:21:22 -> 00:21:26] 就现在的bench不得从SWE或SWE的pro来看
[00:21:26 -> 00:21:28] 它都是一次性去解决一个问题
[00:21:28 -> 00:21:31] 模型很容易会变成在coding任务上
[00:21:31 -> 00:21:33] 但是你一定要使命必达
[00:21:33 -> 00:21:35] 你会发现比如说我怎么样
[00:21:35 -> 00:21:36] 我一定要使命必达
[00:21:36 -> 00:21:39] 就像一个就是非常努力的人一样
[00:21:39 -> 00:21:42] 但最后他可能他努力的很久之后
[00:21:42 -> 00:21:44] 最后OK你搞得OK
[00:21:44 -> 00:21:45] just so so
[00:21:45 -> 00:21:47] 还有一点就是你会发现它这个东西
[00:21:47 -> 00:21:49] 你后面接着你接着它做根本做不了
[00:21:49 -> 00:21:51] 所以我觉得从coding的话
[00:21:51 -> 00:21:53] 其实从bench上的话
[00:21:53 -> 00:21:54] 它是可以做很多工作
[00:21:54 -> 00:21:56] 就怎么样去定义一个就是说
[00:21:56 -> 00:21:58] agent他能够明白就在长程性的任务上
[00:21:58 -> 00:22:01] 怎么样去持续维护一个codebase
[00:22:01 -> 00:22:04] 其实这就有点像是把人的这样一些
[00:22:04 -> 00:22:06] 除了写一次性完全一次性任务
[00:22:06 -> 00:22:09] 还有长期维护一个项目的一个taste
[00:22:09 -> 00:22:11] 把它给放到模型里面去
[00:22:11 -> 00:22:13] 我觉得这是对模型的一个要求
[00:22:13 -> 00:22:15] 还有一个就是我觉得是对人的要求
[00:22:15 -> 00:22:20] 因为这一代的模型太有魅力
[00:22:20 -> 00:22:21] 太有诱惑力
[00:22:21 -> 00:22:23] 以至于会让你就是说嵌入到一个极端
[00:22:23 -> 00:22:25] 就是我觉得它是个魔法棒
[00:22:25 -> 00:22:27] 我跟他说什么他应该是无所不能
[00:22:27 -> 00:22:29] 然后他犯了个错OK
[00:22:29 -> 00:22:31] 我再跟他说一句
[00:22:31 -> 00:22:32] 他就好了
[00:22:32 -> 00:22:34] 然后你就发现他总会在一种
[00:22:34 -> 00:22:36] 相对来说比较讨巧的形式
[00:22:36 -> 00:22:37] 对不起
[00:22:37 -> 00:22:39] 那我可以改正
[00:22:39 -> 00:22:41] 有可能其实你就是有偏
[00:22:41 -> 00:22:42] 人家可能是对的
[00:22:42 -> 00:22:43] 他也会做假的
[00:22:43 -> 00:22:47] 所以在这个时候其实需要一个人
[00:22:47 -> 00:22:49] 还是带有古早的
[00:22:49 -> 00:22:51] 我这时候我这时候再推荐一本书
[00:22:51 -> 00:22:53] 叫clean code
[00:22:53 -> 00:22:55] 这本书里面就讲就是代码的整洁之道
[00:22:55 -> 00:22:59] 很多时候是被先者们已经全都列举出来
[00:22:59 -> 00:23:01] 所以这时候我觉得需要人的
[00:23:01 -> 00:23:03] 多做一些工作
[00:23:03 -> 00:23:05] 可能我们已经没有办法人力review
[00:23:05 -> 00:23:07] 但我觉得我做过的一些事情
[00:23:07 -> 00:23:09] 就是我会把这些先者的东西
[00:23:09 -> 00:23:11] 全都蒸馏成一些skill
[00:23:11 -> 00:23:13] 或者说像google的best practice
[00:23:13 -> 00:23:14] amazon的best practice
[00:23:14 -> 00:23:15] 或怎么样
[00:23:15 -> 00:23:16] 然后配合你的agent
[00:23:16 -> 00:23:17] 给到agent的更多你的context
[00:23:17 -> 00:23:19] 还有就是你的一些偏好
[00:23:19 -> 00:23:21] 就其实每个人写出来代码
[00:23:21 -> 00:23:23] 很多时候跟他性格都挺像的
[00:23:23 -> 00:23:25] 而且还有就是我现在特别讨厌一个人
[00:23:25 -> 00:23:27] 说一句话这个东西是agent做的
[00:23:27 -> 00:23:28] 所以你不要怪我
[00:23:28 -> 00:23:29] 就这个东西
[00:23:29 -> 00:23:31] 他只要是拿你的账号
[00:23:31 -> 00:23:32] 他应该提交上来的东西
[00:23:32 -> 00:23:34] 他用的应该就是你的credit
[00:23:34 -> 00:23:36] 他背后表达出你的责任心
[00:23:36 -> 00:23:38] 还有你对待这个世界的态度
[00:23:38 -> 00:23:39] 所以我觉得就是
[00:23:39 -> 00:23:41] 首先我们需要take it seriously
[00:23:41 -> 00:23:43] 还有以及把这个东西当成一个工程学
[00:23:43 -> 00:23:45] 去持续的去迭代
[00:23:45 -> 00:23:46] 这个东西才变好
[00:23:46 -> 00:23:47] 我觉得都会有一个阶段吧
[00:23:47 -> 00:23:49] 就比如说我们当年很多时候
[00:23:49 -> 00:23:51] 都觉得有电了之后
[00:23:51 -> 00:23:52] 什么事情都能解决
[00:23:52 -> 00:23:53] 然后发现其实它中间
[00:23:53 -> 00:23:55] 还是经历很多的过程
[00:23:55 -> 00:23:57] 所以我觉得还是我们的mindset
[00:23:57 -> 00:23:59] 还有我们要有更多的耐心
[00:23:59 -> 00:24:00] 以及要把这个东西
[00:24:00 -> 00:24:01] 从一个就是说
[00:24:01 -> 00:24:02] 新的一个工具来看待
[00:24:02 -> 00:24:03] 而不是说一个魔法棒来看待
[00:24:03 -> 00:24:05] 就从这个mindset上的转变
[00:24:05 -> 00:24:07] 才能慢慢的去根治这些问题
[00:24:07 -> 00:24:08] 谢谢
[00:24:08 -> 00:24:09] 还有一个问题
[00:24:11 -> 00:24:12] 我有好奇
[00:24:12 -> 00:24:13] 有在minimax内部
[00:24:13 -> 00:24:15] 你们现在在拍ARC位
[00:24:15 -> 00:24:17] 然后你们开始在用ARC
[00:24:17 -> 00:24:19] 去虚模型吗
[00:24:19 -> 00:24:21] 阿导
[00:24:21 -> 00:24:25] 阿导被cue到了
[00:24:25 -> 00:24:27] 对就是Flatbook会
[00:24:27 -> 00:24:29] 到一个很好的这样一个程度
[00:24:29 -> 00:24:31] 所以包括我最近
[00:24:31 -> 00:24:33] 去阿里分享一下
[00:24:33 -> 00:24:35] 因为他们是有规规大资产的
[00:24:35 -> 00:24:37] 可以去几百个wave
[00:24:37 -> 00:24:38] 就是消费器
[00:24:38 -> 00:24:40] 他们的感受就是
[00:24:40 -> 00:24:43] 已经几十个仓库放在一起
[00:24:43 -> 00:24:45] 因为之前可能一个人
[00:24:45 -> 00:24:46] 只能改这个仓库
[00:24:46 -> 00:24:48] 我现在是一个人咔一下
[00:24:48 -> 00:24:50] 实际上提了一个巨蓝的
[00:24:50 -> 00:24:51] 然后结果就是说
[00:24:51 -> 00:24:52] 看一下对
[00:24:52 -> 00:24:54] 但没有人敢相信
[00:24:54 -> 00:24:55] QA也出动
[00:24:55 -> 00:24:57] 功能实现是快的
[00:24:57 -> 00:24:59] 但是实际上的验证是没有跟上
[00:24:59 -> 00:25:00] 我记得我最早
[00:25:00 -> 00:25:02] 在刚开始贷款的时候
[00:25:02 -> 00:25:03] 可能他们提交每一行贷款
[00:25:03 -> 00:25:04] 我都会这个
[00:25:04 -> 00:25:06] 就这个项目必须要follow我的case
[00:25:06 -> 00:25:08] 就是必须要足够简洁
[00:25:08 -> 00:25:09] 然后结果足够清晰
[00:25:09 -> 00:25:10] 就非常有强迫症
[00:25:10 -> 00:25:11] 我是属于那种
[00:25:11 -> 00:25:12] 看贷款能给他
[00:25:12 -> 00:25:14] 能把他的罢了的基本看出来
[00:25:14 -> 00:25:16] 否则我就不做这个预约
[00:25:16 -> 00:25:18] 然后后来是那肯定看不过来
[00:25:18 -> 00:25:19] 我就做架构的预约
[00:25:19 -> 00:25:20] 对吧
[00:25:20 -> 00:25:21] 但今天在webcoding
[00:25:21 -> 00:25:23] 其实我们这种预约是缺失的
[00:25:23 -> 00:25:24] 就换句话说
[00:25:24 -> 00:25:27] 就是生产的能力在极大提升
[00:25:27 -> 00:25:28] 包括我们heins
[00:25:28 -> 00:25:30] 也是笨的生产区域
[00:25:30 -> 00:25:31] 虚拟也是笨的生产区域
[00:25:31 -> 00:25:33] 但在验证和交付
[00:25:33 -> 00:25:36] 在review这方面的
[00:25:36 -> 00:25:37] 论是harmis还是模型
[00:25:37 -> 00:25:39] 其实做的都是不够
[00:25:39 -> 00:25:40] 所以我的观点
[00:25:40 -> 00:25:42] 后来和他们交流的就是说
[00:25:42 -> 00:25:44] 我们应该在验证上面
[00:25:44 -> 00:25:47] 投入甚至和研发生产
[00:25:47 -> 00:25:49] 接近的这样的能力
[00:25:49 -> 00:25:50] 当项目达到一个
[00:25:50 -> 00:25:51] 足够的质大度之后
[00:25:51 -> 00:25:53] 否则这个项目就会死掉
[00:25:53 -> 00:25:54] 但刚才其实
[00:25:54 -> 00:25:55] 我相信大家应该
[00:25:55 -> 00:25:56] 都有过这样的感受
[00:25:56 -> 00:25:59] 大概在去年的Cloud4
[00:25:59 -> 00:26:00] 就是OPPA4
[00:26:00 -> 00:26:01] 5还是出来的时候
[00:26:01 -> 00:26:03] 一个项目大概到几千行代码
[00:26:03 -> 00:26:04] 就崩溃了
[00:26:04 -> 00:26:05] 去玩coding
[00:26:05 -> 00:26:06] 但今天可以达到
[00:26:06 -> 00:26:08] 十几万行
[00:26:08 -> 00:26:10] 但它终究会崩溃
[00:26:10 -> 00:26:12] 因为我觉得它还是缺少
[00:26:12 -> 00:26:14] 或者这么说
[00:26:14 -> 00:26:16] 它的content是有限的
[00:26:16 -> 00:26:17] 另外一方面
[00:26:17 -> 00:26:20] 我觉得这种人类的直觉
[00:26:20 -> 00:26:23] 还是商号有点难替代
[00:26:23 -> 00:26:25] 这是我的一个观点
[00:26:25 -> 00:26:27] 我们确实是在用webcoding
[00:26:27 -> 00:26:28] 来开发
[00:26:28 -> 00:26:29] 比如说我们的训练
[00:26:29 -> 00:26:31] 或者拳击的系统
[00:26:31 -> 00:26:33] 就会在下宝体卡
[00:26:33 -> 00:26:35] 就穿一个issue上去
[00:26:35 -> 00:26:36] 然后这issue会一个阶段
[00:26:36 -> 00:26:37] 一个阶段一个阶段来走
[00:26:37 -> 00:26:39] 然后就会把那个给搞定
[00:26:39 -> 00:26:41] 它那会遇到类似的问题
[00:26:41 -> 00:26:42] 然后我们也在
[00:26:42 -> 00:26:43] 基本上相似方式去解
[00:26:43 -> 00:26:45] 这几个方法有很多
[00:26:45 -> 00:26:48] 就是说你有测试上的refeed
[00:26:48 -> 00:26:49] 你有best mark
[00:26:49 -> 00:26:51] 你有好多东西可以去验证
[00:26:51 -> 00:26:52] 还有很多人
[00:26:52 -> 00:26:53] 就刚才把描述到
[00:26:53 -> 00:26:54] 就是我们也为这个项目
[00:26:54 -> 00:26:56] 去建立它的place post
[00:26:56 -> 00:26:58] 什么东西是做
[00:26:58 -> 00:26:59] 什么东西是不做的
[00:26:59 -> 00:27:01] 什么东西是违反机构
[00:27:01 -> 00:27:03] 好几点还要让agent
[00:27:03 -> 00:27:05] 能够去实现
[00:27:05 -> 00:27:07] 因为人看不过来
[00:27:07 -> 00:27:08] 谢谢
[00:27:12 -> 00:27:14] 刚才Io在分享的时候
[00:27:14 -> 00:27:15] 其实有提到
[00:27:15 -> 00:27:16] 关于数据的一个问题
[00:27:16 -> 00:27:17] 我们都知道minilax
[00:27:17 -> 00:27:19] 之前上个月
[00:27:19 -> 00:27:21] 做了时差的项目
[00:27:21 -> 00:27:22] 刚才Io分享的时候
[00:27:22 -> 00:27:23] 提到说去年这个时候
[00:27:23 -> 00:27:25] 可能我们对数据的理解
[00:27:25 -> 00:27:26] 就是数据标注
[00:27:26 -> 00:27:28] 然后现在是希望
[00:27:28 -> 00:27:30] 找专家阿哥来带路
[00:27:30 -> 00:27:31] 可不可以分享一下
[00:27:31 -> 00:27:33] 这个中间的转变
[00:27:33 -> 00:27:35] 它是怎么发生的
[00:27:35 -> 00:27:36] 其实我觉得这个事是这样的
[00:27:36 -> 00:27:39] 这个事它的实质上是说
[00:27:39 -> 00:27:41] 一个比较根源的东西
[00:27:41 -> 00:27:42] 是说我们在想
[00:27:42 -> 00:27:43] 其实就刚才说的
[00:27:43 -> 00:27:44] 就是AI的核心
[00:27:44 -> 00:27:45] 其实是生产力
[00:27:45 -> 00:27:47] 然后生产力这个事
[00:27:47 -> 00:27:48] 就是模型在里面的作用
[00:27:48 -> 00:27:50] 还是本质上就是启动工具
[00:27:50 -> 00:27:52] 就跟比如发现汽车是一样
[00:27:52 -> 00:27:54] 它可能就是让赶路的时间
[00:27:54 -> 00:27:55] 变得更快了
[00:27:55 -> 00:27:56] AI的话就让大家思考的过程
[00:27:56 -> 00:27:57] 跟做验证的过程
[00:27:57 -> 00:27:58] 变得更快了
[00:27:58 -> 00:28:00] 它的实质还是行业里面
